Car ID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
1086,Mercedes,2010,2.6,Electric,Automatic,184286,Like New,65102.64,C-Class
1087,BMW,2010,2.5,Hybrid,Automatic,157998,Like New,57807.75,X5
1088,Mercedes,2010,5.5,Electric,Automatic,46638,Like New,45341.18,GLC
1089,Honda,2010,2.1,Hybrid,Automatic,232974,Used,50341.38,Civic
1090,Honda,2010,3.0,Diesel,Manual,211864,Like New,17494.9,Fit
1091,Tesla,2010,2.9,Diesel,Automatic,120179,Used,20120.65,Model Y
1092,Ford,2010,5.9,Petrol,Automatic,287153,Like New,71710.27,Explorer
1093,BMW,2010,1.6,Diesel,Manual,151633,New,67278.76,X5
1094,Audi,2010,3.6,Petrol,Manual,298517,Used,97082.99,A3
1095,Toyota,2010,1.2,Hybrid,Manual,249091,Used,40537.67,Prius
1096,BMW,2010,4.2,Electric,Manual,295182,New,28992.68,5 Series
1097,Honda,2010,3.8,Electric,Automatic,201264,Used,72013.84,Civic
1098,Toyota,2010,2.8,Electric,Automatic,173717,New,45764.29,RAV4
1099,Tesla,2010,2.5,Hybrid,Manual,43563,Like New,16140.82,Model Y
1100,Mercedes,2010,2.9,Diesel,Manual,54708,Like New,89477.62,GLC
1101,Tesla,2010,5.4,Electric,Automatic,75028,New,41970.24,Model 3
1102,Tesla,2010,2.2,Hybrid,Manual,291908,Like New,88299.14,Model X
1103,Honda,2010,1.1,Diesel,Automatic,108730,Like New,89772.15,CR-V
1104,Ford,2010,6.0,Hybrid,Manual,29714,Used,66342.48,Explorer
1105,Ford,2010,3.7,Diesel,Automatic,296751,Used,85537.04,Fiesta
1106,Honda,2010,1.3,Electric,Manual,186168,Used,63257.91,Civic
1107,Audi,2010,3.0,Electric,Manual,181644,Like New,94116.9,Q5
1108,BMW,2010,1.6,Hybrid,Automatic,245602,Like New,36254.6,X5
1109,Toyota,2010,1.6,Electric,Manual,246281,Used,74744.21,RAV4
1110,Mercedes,2010,3.9,Petrol,Manual,83576,Like New,26402.44,C-Class
1111,Audi,2010,5.0,Hybrid,Automatic,272654,Used,36037.38,Q7
1112,BMW,2010,4.8,Petrol,Automatic,102063,Used,31294.11,X3
1113,Ford,2010,2.4,Diesel,Manual,220412,Used,34106.2,Focus
1114,BMW,2010,3.8,Diesel,Manual,50304,Like New,73779.99,3 Series
1115,Honda,2010,2.7,Hybrid,Manual,269006,New,95926.8,Fit
1116,Tesla,2010,3.4,Petrol,Automatic,57042,New,21928.66,Model 3
1117,Mercedes,2010,5.1,Petrol,Automatic,276034,Like New,90407.25,GLC
1118,Toyota,2010,2.4,Hybrid,Automatic,261278,Used,10257.49,Prius
1119,BMW,2010,3.8,Hybrid,Automatic,95149,Like New,83557.77,X3
1120,Toyota,2010,4.2,Petrol,Automatic,272409,Used,35238.25,RAV4
1121,Tesla,2010,1.8,Diesel,Manual,2473,New,35229.65,Model 3
1122,Ford,2010,4.5,Electric,Automatic,61086,Like New,22347.13,Mustang
1123,Mercedes,2010,1.7,Electric,Manual,11826,New,41230.0,C-Class
1124,Toyota,2011,3.3,Electric,Manual,30916,Used,41440.22,Camry
1125,Audi,2011,2.3,Petrol,Manual,21300,Used,9701.08,Q7
1126,Audi,2011,4.0,Petrol,Automatic,70560,Like New,28532.54,A4
1127,Mercedes,2011,1.8,Diesel,Automatic,113535,New,45861.24,GLC
1128,Toyota,2011,1.9,Electric,Manual,135678,New,17868.57,Corolla
1129,Ford,2011,4.2,Petrol,Manual,254451,Like New,95664.64,Mustang
1130,Audi,2011,5.4,Electric,Manual,102261,New,62043.29,Q5
1131,Toyota,2011,1.4,Petrol,Manual,239691,Used,17915.06,RAV4
1132,Toyota,2011,1.2,Electric,Manual,201484,Like New,45212.41,Prius
1133,Audi,2011,1.1,Diesel,Automatic,187453,New,76515.33,A3
1134,Honda,2011,3.9,Hybrid,Automatic,230502,New,28173.59,CR-V
1135,Mercedes,2011,5.5,Diesel,Manual,38485,Used,91307.01,E-Class
1136,Ford,2011,1.4,Petrol,Manual,76422,Used,25236.24,Focus
1137,Ford,2011,5.4,Electric,Automatic,179693,New,21572.42,Fiesta
1138,Toyota,2011,3.4,Petrol,Manual,125093,Used,54616.5,Prius
1139,Honda,2011,2.7,Petrol,Manual,163947,Like New,13099.53,CR-V
1140,Ford,2011,2.7,Electric,Manual,189878,Used,88740.1,Fiesta
1141,Ford,2011,5.8,Petrol,Manual,266891,New,77181.66,Focus
1142,Honda,2011,1.4,Hybrid,Automatic,255397,Like New,62796.5,Fit
1143,BMW,2011,5.1,Hybrid,Manual,33717,Used,73682.2,3 Series
1144,Mercedes,2011,4.3,Electric,Automatic,294418,Like New,72081.62,C-Class
1145,Ford,2011,4.8,Petrol,Manual,6336,Used,14457.06,Explorer
1146,Tesla,2011,5.6,Electric,Automatic,66202,New,18075.7,Model Y
1147,Honda,2011,4.1,Petrol,Automatic,130842,Used,21017.35,Accord
1148,Audi,2011,4.7,Diesel,Manual,72847,Like New,22795.31,A3
1149,Mercedes,2011,1.7,Petrol,Manual,197745,New,79698.2,C-Class
1150,Audi,2011,5.4,Hybrid,Manual,165368,Like New,70640.74,A4
1151,Toyota,2011,5.1,Hybrid,Automatic,57153,New,8055.44,Corolla
1152,Ford,2011,2.0,Petrol,Automatic,53744,Like New,77532.41,Focus
1153,Mercedes,2011,5.1,Electric,Automatic,168204,New,96219.59,GLC
1154,Mercedes,2011,3.9,Petrol,Manual,44387,Used,75701.06,E-Class
1155,Mercedes,2011,1.9,Diesel,Automatic,57207,Used,74842.47,GLA
1156,Audi,2011,5.4,Hybrid,Automatic,54604,Like New,18452.24,A4
1157,Ford,2011,3.9,Hybrid,Automatic,271941,New,5247.71,Mustang
1158,Toyota,2011,4.4,Diesel,Manual,175717,Used,50250.98,Camry
1159,Tesla,2011,1.5,Diesel,Automatic,169573,Used,99496.42,Model S
1160,Ford,2011,3.8,Electric,Manual,258445,Like New,70899.96,Focus
1161,Ford,2011,2.9,Electric,Manual,49648,Used,27480.49,Fiesta
1162,Mercedes,2011,3.3,Hybrid,Manual,50406,New,32491.17,C-Class
1163,Honda,2011,3.1,Petrol,Manual,172109,Used,96460.36,Fit
1164,Tesla,2011,5.1,Electric,Manual,88919,Used,56970.82,Model Y
1165,Honda,2011,3.9,Electric,Manual,107327,Like New,54466.86,Accord
1166,Ford,2011,5.8,Petrol,Manual,67592,Like New,91804.89,Focus
1167,Toyota,2011,3.9,Electric,Automatic,206553,Used,19544.74,Prius
1168,Tesla,2011,1.4,Hybrid,Automatic,161848,Like New,69397.95,Model S
1169,Mercedes,2011,1.2,Hybrid,Automatic,23086,New,29415.54,C-Class
1170,Honda,2011,2.2,Diesel,Automatic,207627,New,55310.88,Civic
1171,BMW,2011,1.5,Hybrid,Manual,297194,New,93917.45,5 Series
1172,BMW,2011,5.8,Petrol,Automatic,133703,New,91188.47,X3
1173,Ford,2011,3.7,Electric,Manual,64450,Used,59696.22,Explorer
1174,Mercedes,2011,2.1,Diesel,Manual,944,Like New,77932.45,C-Class
1175,Ford,2011,5.7,Hybrid,Automatic,30924,Used,69588.36,Fiesta
1176,Tesla,2011,2.4,Petrol,Manual,267885,Like New,9319.14,Model S
1177,Honda,2011,4.0,Diesel,Automatic,55114,New,35116.32,CR-V
1178,Tesla,2011,3.0,Electric,Manual,242721,Like New,80199.63,Model S
1179,Ford,2011,2.1,Diesel,Manual,173217,Used,96304.87,Fiesta
1180,Honda,2011,5.1,Hybrid,Automatic,174942,Used,91445.73,Accord
1181,Honda,2011,4.4,Hybrid,Manual,248535,New,65887.09,Fit
1182,Tesla,2011,2.1,Petrol,Manual,279087,Used,16712.21,Model X
1183,Ford,2011,5.7,Hybrid,Manual,87122,New,32785.03,Explorer
1184,Mercedes,2011,4.1,Hybrid,Automatic,10638,Used,46573.48,GLA
1185,Tesla,2011,4.9,Electric,Automatic,140987,New,68913.46,Model Y
1186,Mercedes,2011,3.2,Hybrid,Automatic,192476,Like New,96067.81,E-Class
1187,Tesla,2011,4.9,Hybrid,Manual,78672,Used,39537.85,Model X
1188,Tesla,2011,4.1,Diesel,Automatic,68682,New,86374.33,Model Y
1189,Audi,2011,5.9,Electric,Manual,267446,Used,71095.8,Q7
1190,Honda,2011,4.7,Electric,Manual,57324,Like New,62534.36,Fit
1191,Honda,2011,1.1,Petrol,Automatic,63472,Like New,88058.22,CR-V
1192,Audi,2011,4.5,Electric,Manual,27278,Like New,30530.96,Q7
1193,Tesla,2011,2.1,Petrol,Manual,260141,Like New,27412.41,Model S
1194,Audi,2011,4.4,Electric,Automatic,103591,Used,70291.28,Q5
1195,Ford,2011,2.4,Hybrid,Manual,42311,Used,89602.36,Mustang
1196,Toyota,2011,1.7,Electric,Manual,17241,Like New,16614.03,Corolla
1197,Tesla,2011,3.6,Electric,Automatic,199304,Used,49130.69,Model X
1198,Honda,2011,3.0,Electric,Automatic,86984,New,47791.89,Civic
1199,Audi,2011,1.7,Diesel,Automatic,133014,New,14068.95,Q7
1200,Mercedes,2011,3.6,Diesel,Automatic,120454,Like New,33534.51,GLC
1201,Audi,2011,1.6,Diesel,Automatic,204249,Used,65248.06,Q7
1202,Ford,2011,4.8,Electric,Manual,100647,New,30419.3,Explorer
1203,Mercedes,2011,2.8,Hybrid,Automatic,264837,Like New,78980.12,GLA
1204,Audi,2011,3.5,Diesel,Manual,73230,Used,7975.57,Q7
1205,BMW,2011,5.7,Hybrid,Automatic,229415,Like New,97666.64,5 Series
1206,Mercedes,2011,2.9,Hybrid,Automatic,89779,Like New,24927.06,GLC
1207,Audi,2011,2.1,Diesel,Automatic,149177,Used,11829.5,A3
1208,Tesla,2011,5.4,Hybrid,Manual,264323,New,6903.27,Model Y
1209,BMW,2011,3.2,Electric,Automatic,171231,Like New,51990.41,X5
1210,Audi,2011,5.7,Petrol,Manual,289445,Like New,44060.29,Q5
1211,Audi,2011,4.5,Electric,Automatic,169123,Used,51425.19,Q5
1212,BMW,2011,1.4,Electric,Automatic,193823,Like New,64640.87,X3
1213,Honda,2011,5.9,Petrol,Automatic,127319,New,12067.59,Civic
1214,Tesla,2011,5.0,Hybrid,Manual,38575,New,11933.46,Model 3
1215,Toyota,2011,4.6,Hybrid,Automatic,159487,New,20281.08,RAV4
1216,Ford,2011,2.4,Electric,Manual,224491,Like New,85768.28,Mustang
1217,Ford,2011,2.3,Petrol,Automatic,214275,Like New,64027.3,Explorer
1218,Toyota,2011,5.7,Diesel,Automatic,2921,Used,33416.03,Prius
1219,BMW,2011,1.9,Hybrid,Automatic,88241,Like New,42899.09,X3
1220,BMW,2011,5.5,Electric,Automatic,284464,New,64543.81,X3
1221,BMW,2011,2.6,Hybrid,Manual,153868,Like New,49235.03,3 Series
1222,Toyota,2011,2.4,Electric,Manual,159262,Used,8716.86,Corolla
1223,Tesla,2011,4.8,Electric,Automatic,159224,Like New,71235.87,Model Y
1224,Audi,2011,2.0,Diesel,Manual,219973,New,48517.86,Q5
1225,Toyota,2012,5.9,Hybrid,Manual,107181,Used,29487.76,Corolla
1226,Toyota,2012,1.5,Hybrid,Manual,58499,Used,38775.86,Camry
1227,Audi,2012,5.7,Electric,Automatic,228495,Used,53199.72,Q7
1228,BMW,2012,5.8,Hybrid,Automatic,133997,New,95022.62,5 Series
1229,Ford,2012,4.6,Petrol,Manual,192081,New,83194.08,Fiesta
1230,Audi,2012,5.7,Diesel,Manual,55162,New,96903.15,A3
1231,BMW,2012,1.2,Petrol,Manual,200903,Like New,17165.24,3 Series
1232,BMW,2012,3.2,Electric,Manual,238680,New,56392.39,3 Series
1233,Audi,2012,4.2,Diesel,Automatic,156270,Used,8046.13,A3
1234,BMW,2012,4.3,Petrol,Manual,63471,Used,65653.36,3 Series
1235,Toyota,2012,4.8,Hybrid,Manual,262128,New,14374.69,Camry
1236,Mercedes,2012,5.9,Hybrid,Automatic,235654,New,26453.32,C-Class
1237,Mercedes,2012,2.0,Diesel,Automatic,13665,Like New,33757.5,GLC
1238,Mercedes,2012,1.2,Petrol,Manual,241262,Used,15517.04,C-Class
1239,BMW,2012,2.0,Electric,Automatic,72746,New,48216.46,3 Series
1240,Ford,2012,4.2,Petrol,Automatic,99919,New,58132.97,Fiesta
1241,Toyota,2012,5.9,Hybrid,Automatic,281298,Like New,81184.9,Camry
1242,Ford,2012,4.3,Petrol,Manual,228456,Used,77264.84,Fiesta
1243,Ford,2012,1.0,Diesel,Manual,190732,New,81520.0,Fiesta
1244,Toyota,2012,1.2,Diesel,Automatic,187435,New,94809.81,Camry
1245,Audi,2012,2.8,Petrol,Manual,181417,Used,93890.4,A4
1246,Tesla,2012,2.6,Diesel,Manual,117116,New,59203.2,Model X
1247,Honda,2012,4.9,Hybrid,Manual,109249,New,20062.82,Civic
1248,Audi,2012,2.6,Diesel,Automatic,186307,New,73463.68,A3
1249,Honda,2012,5.3,Diesel,Manual,81462,New,95727.68,Accord
1250,Tesla,2012,4.8,Diesel,Manual,5738,Like New,49332.78,Model 3
1251,Mercedes,2012,2.6,Electric,Automatic,67470,Used,30825.36,GLA
1252,Ford,2012,3.7,Electric,Manual,14588,New,59421.58,Fiesta
1253,Tesla,2012,3.0,Hybrid,Manual,31912,New,45917.01,Model S
1254,Audi,2012,2.3,Petrol,Manual,221668,Like New,95644.79,A3
1255,BMW,2012,3.1,Electric,Automatic,123425,New,11618.92,X5
1256,Audi,2012,2.7,Diesel,Manual,201466,Used,75349.3,A4
1257,Tesla,2012,3.7,Electric,Automatic,63528,Like New,97907.73,Model S
1258,Mercedes,2012,4.6,Diesel,Automatic,195630,Like New,74312.6,GLC
1259,BMW,2012,3.7,Hybrid,Automatic,118171,New,72174.13,X3
1260,Ford,2012,1.3,Petrol,Automatic,113805,Like New,74824.66,Explorer
1261,Ford,2012,2.0,Hybrid,Manual,132152,Used,64477.34,Mustang
1262,Honda,2012,4.5,Hybrid,Manual,17601,New,64972.48,Fit
1263,Mercedes,2012,5.1,Diesel,Manual,144542,Used,46478.38,GLA
1264,Ford,2012,1.2,Electric,Automatic,298325,New,95752.19,Fiesta
1265,Toyota,2012,4.9,Electric,Automatic,60071,Used,81293.98,Camry
1266,Ford,2012,3.7,Hybrid,Automatic,132994,Used,17418.43,Fiesta
1267,Tesla,2012,3.1,Hybrid,Manual,112035,Like New,75563.78,Model X
1268,Tesla,2012,4.5,Electric,Manual,137116,Used,90418.8,Model Y
1269,Audi,2012,1.4,Electric,Automatic,119894,Used,59744.06,Q5
1270,Toyota,2012,1.5,Electric,Automatic,293129,Used,58344.84,Camry
1271,Toyota,2012,2.9,Diesel,Manual,105025,Like New,22123.37,Corolla
1272,Mercedes,2012,2.9,Electric,Manual,45,Used,66802.72,E-Class
1273,Honda,2012,3.3,Diesel,Manual,275550,New,54210.22,CR-V
1274,Honda,2012,2.5,Electric,Automatic,128331,Like New,58944.68,Fit
1275,BMW,2012,3.9,Diesel,Automatic,148421,Like New,14843.78,3 Series
1276,Ford,2012,2.4,Diesel,Manual,111126,Used,41576.46,Focus
1277,BMW,2012,2.9,Petrol,Manual,254084,Used,68037.91,X5
1278,Toyota,2012,5.5,Hybrid,Automatic,92019,New,51516.2,RAV4
1279,Honda,2012,5.8,Electric,Manual,227506,New,66921.01,CR-V
1280,Ford,2012,3.0,Electric,Manual,191012,New,47492.7,Mustang
1281,Honda,2012,5.0,Diesel,Manual,157591,Used,58915.9,Accord
1282,Mercedes,2012,3.9,Diesel,Manual,226621,New,16264.48,GLA
1283,Tesla,2012,4.7,Diesel,Manual,270877,Used,76011.83,Model Y
1284,Honda,2012,5.2,Hybrid,Automatic,239190,Like New,64459.23,CR-V
1285,Tesla,2012,2.0,Hybrid,Automatic,99599,Like New,51812.24,Model S
1286,Ford,2012,4.2,Electric,Automatic,159562,New,73956.04,Focus
1287,Toyota,2012,5.5,Electric,Manual,54607,Used,24671.86,Corolla
1288,Mercedes,2012,5.2,Hybrid,Manual,226597,Used,26879.89,C-Class
1289,BMW,2012,5.7,Diesel,Manual,128344,Like New,35579.68,5 Series
1290,Ford,2012,5.4,Hybrid,Manual,122196,Used,69005.74,Focus
1291,Honda,2012,2.4,Petrol,Automatic,188511,New,83282.78,Accord
1292,Tesla,2012,1.1,Diesel,Manual,47020,Used,61179.02,Model Y
1293,Audi,2012,3.1,Hybrid,Manual,114587,Like New,97144.03,Q5
1294,Audi,2012,5.5,Petrol,Manual,37177,Used,62884.66,A4
1295,Honda,2012,3.3,Diesel,Automatic,186131,New,15595.67,CR-V
1296,Audi,2012,2.2,Hybrid,Manual,256805,New,79831.68,A3
1297,Honda,2012,1.9,Hybrid,Automatic,69767,Like New,75547.13,Accord
1298,Honda,2012,2.7,Diesel,Manual,26119,Like New,87866.14,Fit
1299,Ford,2012,2.2,Diesel,Automatic,116770,Like New,90639.8,Focus
1300,BMW,2012,1.5,Electric,Manual,159245,Used,68349.45,3 Series
1301,Mercedes,2012,1.2,Diesel,Automatic,269693,Used,74014.8,GLA
1302,Audi,2012,4.4,Hybrid,Automatic,285578,Used,46076.33,Q5
1303,BMW,2012,1.9,Hybrid,Automatic,38311,New,56596.24,3 Series
1304,Tesla,2012,4.6,Petrol,Manual,105474,Used,22498.67,Model S
1305,Tesla,2012,1.2,Hybrid,Manual,290160,New,34564.51,Model 3
1306,Tesla,2012,4.2,Electric,Automatic,166797,New,50300.07,Model S
1307,Ford,2012,2.2,Petrol,Manual,162217,New,63775.3,Fiesta
1308,Toyota,2012,3.7,Hybrid,Automatic,255139,New,23900.22,Corolla
1309,Toyota,2012,1.8,Diesel,Automatic,4131,New,69921.92,Corolla
1310,Audi,2012,5.0,Electric,Manual,249434,Used,71982.59,Q7
1311,BMW,2012,1.7,Diesel,Manual,64442,Like New,68440.51,5 Series
1312,BMW,2012,2.6,Diesel,Manual,138783,Like New,73436.22,X3
1313,Ford,2012,2.1,Diesel,Automatic,141268,Used,30208.36,Fiesta
1314,Audi,2012,1.5,Petrol,Automatic,206096,Used,11200.65,Q7
1315,Ford,2012,5.0,Hybrid,Manual,159156,New,97099.92,Explorer
1316,Tesla,2012,5.5,Hybrid,Manual,151969,Used,26810.79,Model S
1317,Toyota,2012,5.3,Electric,Manual,153048,Used,53517.76,Prius
1318,Toyota,2012,2.1,Electric,Manual,254043,New,89048.83,RAV4
1319,Audi,2012,5.6,Petrol,Automatic,62040,Used,16394.32,A4
1320,Mercedes,2012,5.2,Electric,Manual,90073,Used,29285.99,C-Class
1321,Audi,2012,5.7,Hybrid,Manual,192386,Used,45622.62,Q5
1322,BMW,2012,4.3,Electric,Manual,54418,New,68178.02,X3
1323,Tesla,2012,3.6,Electric,Manual,271615,Used,54054.8,Model Y
1324,Toyota,2012,5.8,Petrol,Automatic,278252,Like New,48512.26,Camry
1325,Honda,2012,5.1,Electric,Manual,47046,New,23250.23,Accord
1326,Audi,2012,3.1,Electric,Automatic,79400,Used,53144.42,Q5
1327,Tesla,2012,5.1,Diesel,Automatic,107009,Used,71472.1,Model Y
1328,BMW,2012,3.8,Petrol,Automatic,51048,New,7563.58,5 Series
1329,Honda,2012,5.2,Petrol,Manual,267847,Used,64460.52,Civic
1330,Toyota,2012,2.0,Petrol,Manual,255027,Used,85805.52,RAV4
1331,Toyota,2012,3.7,Electric,Manual,94835,Used,61511.27,RAV4
1332,Toyota,2012,1.9,Electric,Automatic,25322,New,75830.51,Corolla
1333,BMW,2012,4.5,Hybrid,Manual,226094,Like New,98972.03,5 Series
1334,Toyota,2012,2.6,Diesel,Automatic,105312,Like New,36382.78,RAV4
1335,Honda,2012,6.0,Petrol,Manual,51818,Used,61833.64,Civic
1336,Audi,2013,3.3,Electric,Automatic,184885,Used,41249.71,Q7
1337,BMW,2013,2.5,Electric,Automatic,47842,New,66427.69,X3
1338,BMW,2013,5.0,Petrol,Automatic,206935,Like New,53834.07,3 Series
1339,Ford,2013,3.1,Petrol,Automatic,68602,New,33206.69,Focus
1340,Tesla,2013,2.3,Electric,Automatic,72356,New,39032.96,Model S
1341,BMW,2013,2.7,Hybrid,Automatic,32175,New,97684.22,3 Series
1342,Honda,2013,3.0,Petrol,Automatic,26819,Like New,42996.21,CR-V
1343,Honda,2013,2.2,Electric,Automatic,43372,Like New,51667.68,Civic
1344,Toyota,2013,4.3,Diesel,Manual,55547,Like New,87474.1,RAV4
1345,Audi,2013,5.5,Petrol,Manual,122058,Used,16465.29,A4
1346,Tesla,2013,2.2,Diesel,Manual,204573,Used,40593.92,Model 3
1347,Ford,2013,1.7,Hybrid,Automatic,160786,New,59162.06,Explorer
1348,Mercedes,2013,3.3,Electric,Manual,12204,New,25381.32,C-Class
1349,Audi,2013,3.0,Petrol,Manual,73366,Like New,28598.53,Q7
1350,Ford,2013,1.2,Diesel,Manual,261968,Like New,87828.26,Explorer
1351,Toyota,2013,3.2,Electric,Manual,194760,New,22749.28,Prius
1352,Mercedes,2013,2.9,Hybrid,Manual,53365,New,77791.17,E-Class
1353,Honda,2013,5.8,Hybrid,Automatic,216461,New,31373.19,Civic
1354,Toyota,2013,2.8,Diesel,Manual,93034,New,78449.12,Prius
1355,Audi,2013,4.1,Hybrid,Automatic,125349,Used,59265.27,Q7
1356,BMW,2013,2.5,Diesel,Automatic,187313,Used,99073.74,5 Series
1357,Honda,2013,2.7,Diesel,Automatic,167813,Like New,54110.32,Fit
1358,Ford,2013,3.0,Petrol,Manual,127378,Like New,30006.03,Explorer
1359,Honda,2013,2.9,Petrol,Automatic,146367,Used,76445.64,Fit
1360,BMW,2013,5.0,Diesel,Manual,103187,Like New,98710.52,X5
1361,BMW,2013,5.8,Hybrid,Manual,193529,Like New,71259.92,3 Series
1362,BMW,2013,1.6,Electric,Manual,48478,New,67207.07,X5
1363,Audi,2013,4.3,Petrol,Automatic,189060,Like New,15495.96,A4
1364,Honda,2013,5.3,Electric,Manual,89460,Used,70093.11,Fit
1365,Mercedes,2013,5.0,Electric,Automatic,2526,Like New,7102.22,GLA
1366,Tesla,2013,2.6,Electric,Manual,173497,New,66927.17,Model X
1367,BMW,2013,3.8,Diesel,Manual,113528,New,63692.45,3 Series
1368,Tesla,2013,5.7,Diesel,Manual,265482,Used,49890.41,Model S
1369,Honda,2013,5.6,Electric,Manual,254271,New,39292.09,Civic
1370,Audi,2013,4.4,Hybrid,Manual,274444,New,20868.82,Q5
1371,Honda,2013,2.4,Electric,Automatic,293427,New,89103.42,CR-V
1372,Toyota,2013,2.2,Hybrid,Automatic,186443,Like New,67076.17,RAV4
1373,Toyota,2013,4.5,Diesel,Automatic,90815,New,60380.53,RAV4
1374,Tesla,2013,4.3,Electric,Automatic,280141,Like New,9983.75,Model Y
1375,Mercedes,2013,2.9,Hybrid,Manual,163249,New,79998.23,E-Class
1376,Mercedes,2013,5.0,Diesel,Automatic,56238,Like New,92863.83,GLC
1377,Toyota,2013,5.5,Diesel,Manual,46870,Like New,37120.26,Prius
1378,Mercedes,2013,5.9,Petrol,Automatic,230314,New,80127.96,GLA
1379,Mercedes,2013,3.4,Petrol,Manual,79397,New,98063.32,GLC
1380,Audi,2013,1.8,Petrol,Automatic,169587,New,37728.83,A3
1381,Audi,2013,2.1,Diesel,Manual,168461,Used,94943.29,Q7
1382,Toyota,2013,1.6,Petrol,Automatic,10547,Like New,33537.03,Camry
1383,Tesla,2013,5.7,Hybrid,Automatic,144294,New,49393.1,Model X
1384,Tesla,2013,4.5,Electric,Automatic,278411,Like New,87126.51,Model X
1385,Toyota,2013,3.6,Electric,Automatic,208502,Used,33168.4,Camry
1386,BMW,2013,4.2,Diesel,Manual,272672,New,97511.18,X3
1387,Audi,2013,2.8,Petrol,Automatic,284293,New,7494.4,Q5
1388,Toyota,2013,4.1,Diesel,Manual,145871,New,27025.29,Prius
1389,Honda,2013,5.3,Petrol,Automatic,88771,Like New,81484.07,CR-V
1390,Tesla,2013,2.2,Electric,Manual,73527,Used,44702.18,Model 3
1391,Tesla,2013,5.8,Diesel,Automatic,235311,Used,67885.21,Model Y
1392,Toyota,2013,3.3,Hybrid,Manual,62112,Used,56350.28,Corolla
1393,Toyota,2013,5.0,Petrol,Automatic,114427,New,48889.95,Corolla
1394,Honda,2013,3.3,Hybrid,Manual,159465,Used,6814.43,CR-V
1395,BMW,2013,3.6,Diesel,Automatic,262463,New,95691.73,3 Series
1396,Honda,2013,4.3,Petrol,Manual,70729,Like New,20661.39,Accord
1397,Audi,2013,2.9,Diesel,Automatic,36845,Like New,79507.15,A3
1398,Audi,2013,1.3,Electric,Automatic,260226,New,34075.55,A3
1399,Mercedes,2013,5.3,Diesel,Manual,36303,Used,18695.51,E-Class
1400,Honda,2013,5.5,Diesel,Automatic,104697,Used,20232.74,Fit
1401,Honda,2013,2.7,Hybrid,Automatic,129851,Like New,65324.02,Civic
1402,Tesla,2013,4.8,Petrol,Automatic,232842,New,41224.51,Model X
1403,Ford,2013,1.8,Hybrid,Automatic,91654,Like New,94282.73,Mustang
1404,BMW,2013,1.3,Hybrid,Automatic,132698,New,86254.29,3 Series
1405,Ford,2013,3.8,Electric,Manual,218115,Used,69007.44,Fiesta
1406,Ford,2013,4.5,Diesel,Manual,13672,Used,13746.65,Explorer
1407,Honda,2013,4.8,Electric,Manual,66567,New,67990.12,CR-V
1408,Toyota,2013,1.3,Diesel,Manual,290834,Like New,18035.41,Camry
1409,Toyota,2013,3.9,Hybrid,Automatic,80738,Like New,28419.52,Camry
1410,BMW,2013,4.3,Electric,Manual,113920,Like New,81910.79,5 Series
1411,Ford,2013,2.4,Petrol,Manual,274073,New,92763.58,Explorer
1412,Mercedes,2013,6.0,Diesel,Manual,99372,Used,20924.09,E-Class
1413,Toyota,2013,4.7,Hybrid,Automatic,123225,New,6729.5,RAV4
1414,Audi,2013,3.1,Electric,Automatic,223023,Like New,67863.46,Q7
1415,Mercedes,2013,5.8,Petrol,Manual,80522,Used,63774.29,GLC
1416,BMW,2013,3.9,Diesel,Manual,167071,Used,65938.78,3 Series
1417,Ford,2013,5.4,Diesel,Automatic,273388,New,17215.75,Fiesta
1418,Toyota,2013,4.3,Electric,Automatic,170623,New,21932.27,Prius
1419,Audi,2013,5.4,Diesel,Automatic,159950,Used,43837.32,Q5
1420,BMW,2013,1.8,Diesel,Automatic,124926,Used,68600.67,3 Series
1421,Tesla,2013,5.7,Petrol,Manual,179340,Used,52187.08,Model Y
1422,BMW,2013,2.1,Petrol,Automatic,35814,Used,6398.77,X5
1423,Mercedes,2013,4.9,Petrol,Manual,205719,Used,77098.77,C-Class
1424,Tesla,2013,1.1,Petrol,Automatic,269072,Like New,28597.68,Model 3
1425,Audi,2013,4.6,Electric,Automatic,36080,Like New,48228.1,A3
1426,Audi,2013,1.4,Petrol,Manual,188869,Like New,41658.67,Q5
1427,Honda,2013,2.5,Hybrid,Automatic,290911,Like New,32076.7,Accord
1428,Audi,2013,2.2,Diesel,Automatic,272743,Used,81623.45,A3
1429,Audi,2013,4.5,Electric,Manual,181601,New,44402.61,A4
1430,Mercedes,2013,4.2,Petrol,Manual,183273,Like New,9939.38,E-Class
1431,Mercedes,2014,5.8,Electric,Automatic,277845,New,21382.67,C-Class
1432,Toyota,2014,5.8,Diesel,Manual,167995,Like New,6865.07,Corolla
1433,BMW,2014,5.0,Electric,Automatic,290277,Used,65624.73,3 Series
1434,Mercedes,2014,3.0,Petrol,Manual,149068,Like New,20166.07,GLA
1435,Ford,2014,3.8,Hybrid,Manual,153060,Used,83509.42,Focus
1436,Audi,2014,4.1,Diesel,Manual,295107,Used,77048.81,A4
1437,Ford,2014,2.6,Electric,Automatic,101350,Like New,46333.64,Fiesta
1438,BMW,2014,4.4,Diesel,Automatic,206329,Like New,27289.12,X3
1439,BMW,2014,3.1,Diesel,Manual,84242,Like New,78653.31,5 Series
